Report Date,Stock price,Y_boolean,(Dividends + Share Buyback) / FCF,Asset Turnover,CapEx / (Depr + Amor),Current Ratio,Debt Ratio,Dividends / FCF,Dummy_Dividends,Gross Profit Margin,Interest Coverage,Inventory Turnover,Log Revenue,Net Profit Margin,Quick Ratio,R&D / Gross Profit,R&D / Revenue,Return on Assets,Return on Equity,Return on Research Capital,Share Buyback / FCF,tweet_polarity,tweet_subjectivity,RSI_ratio,MACD,p_diff
2020/4/6,125.1377563,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.071597267,0.364078373,1.141758546,-2.564441993,0.046358712
2020/4/7,124.4666138,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.073967792,0.363209914,1.134555407,-3.830084181,0.033109159
2020/4/8,125.591774,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.077735563,0.369615601,1.391413492,-4.646288489,0.050937992
2020/4/9,127.0722122,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.07319065,0.366194772,1.289878601,-5.241312315,-0.058466332
2020/4/10,125.6411076,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.079655416,0.364918239,1.532024144,-3.037642487,0.088327755
2020/4/11,124.2100029,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.077826064,0.366884768,1.774169687,-0.833972659,-0.022965814
2020/4/12,122.7788983,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.085635857,0.370786708,1.84579251,-1.699207326,0.100349321
2020/4/13,121.3477936,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.062461221,0.360114787,1.085880569,-4.161687565,-0.270618368
2020/4/14,126.1543274,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.08189109,0.369013947,0.73026747,-4.373086718,0.311070918
2020/4/15,122.1965866,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.080585718,0.35866456,0.66903514,-3.478773832,-0.015940346
2020/4/16,125.992691,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.073327031,0.360782114,0.784427209,-3.570475611,-0.090074112
2020/4/17,129.2252808,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.07613182,0.358948989,0.900434417,-4.156449389,0.038250405
2020/4/18,128.127978,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.06491965,0.364878158,1.264632255,-3.41232418,-0.147273106
2020/4/19,127.0306753,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.065610626,0.364704915,1.2031954,-3.787005872,0.010643557
2020/4/20,125.9333725,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.064881851,0.361698426,0.96949255,-3.631331654,-0.011107582
2020/4/21,123.2741394,-1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.06246964,0.359164443,0.712685626,-2.613290314,-0.037178518
2020/4/22,124.3714371,1,0.611510791,0.144997835,1.513761468,2.629014396,0.55842356,0.189448441,1,0.68339307,8.928571429,1.187234043,9.223755454,0.229390681,1.672203765,0.115384615,0.078853047,0.033261152,0.141802068,8.666666667,0.42206235,0.068571166,0.357848564,0.996681879,-2.141795896,0.097671858
