Report Date,Stock price,Y_boolean,(Dividends + Share Buyback) / FCF,Asset Turnover,CapEx / (Depr + Amor),Current Ratio,Debt Ratio,Dividends / FCF,Dummy_Dividends,Gross Profit Margin,Interest Coverage,Inventory Turnover,Log Revenue,Net Profit Margin,Quick Ratio,R&D / Gross Profit,R&D / Revenue,Return on Assets,Return on Equity,Return on Research Capital,Share Buyback / FCF,tweet_polarity,tweet_subjectivity,RSI_ratio,MACD,p_diff
2020/3/21,328.1200053,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.068818667,0.359419593,0.875738444,7.879697484,0.144562254
2020/3/22,327.2300008,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.063644414,0.348905326,0.958408016,8.75659563,-0.075186756
2020/3/23,326.3399963,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.057979408,0.360327112,1.041077587,9.633493777,-0.089010272
2020/3/24,343.1499939,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.064280993,0.363788194,0.776731966,7.264587135,0.108686617
2020/3/25,333,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.071604436,0.36623915,0.734395874,7.694615858,0.113928579
2020/3/26,341.2600098,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.077538894,0.362116464,1.121852081,5.904021584,0.082878364
2020/3/27,322.4100037,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.072630229,0.363317165,1.133078585,8.540591964,-0.06330584
2020/3/28,331.3099976,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.070766371,0.366659219,1.186690281,7.080473698,-0.025662292
2020/3/29,340.2099915,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.057027319,0.366409947,1.240301977,5.620355433,-0.194146625
2020/3/30,349.1099854,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.055154413,0.365042367,1.293913673,4.160237168,-0.032842264
2020/3/31,350.5599976,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.069548238,0.359325604,1.204182253,1.129601112,0.260973227
2020/4/1,334.8699951,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.059178349,0.368652847,1.08009046,2.583413875,-0.149103541
2020/4/2,360.7399902,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.063876006,0.361131437,1.029086676,-2.065753241,0.079381337
2020/4/3,365.7799988,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.070679042,0.356963531,1.447879854,-5.74169612,0.106503789
2020/4/4,370.950002,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.073563678,0.370808634,1.37426708,-7.453801023,0.040813171
2020/4/5,376.1200053,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.068425165,0.356915223,1.300654305,-9.165905926,-0.069851231
2020/4/6,381.2900085,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.071597267,0.364078373,1.227041531,-10.87801083,0.046358712
2020/4/7,370.3699951,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.073967792,0.363209914,1.197485583,-11.14594116,0.033109159
2020/4/8,403.0599976,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.077735563,0.369615601,1.464843714,-17.64823681,0.050937992
2020/4/9,393.1400146,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.07319065,0.366194772,1.18569315,-18.63923631,-0.058466332
2020/4/10,396.2000122,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.079655416,0.364918239,1.162867929,-19.22709784,0.088327755
2020/4/11,399.2600098,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.077826064,0.366884768,1.140042708,-19.81495938,-0.022965814
2020/4/12,402.3200073,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.085635857,0.370786708,1.117217487,-20.40282092,0.100349321
2020/4/13,405.3800049,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.062461221,0.360114787,1.094392266,-20.99068246,-0.270618368
2020/4/14,405.5799866,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.08189109,0.369013947,0.9937554,-21.52941047,0.311070918
2020/4/15,403.8200073,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.080585718,0.35866456,1.212153319,-20.57994736,-0.015940346
2020/4/16,414.5400085,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.073327031,0.360782114,0.938650458,-21.40192966,-0.090074112
2020/4/17,427.2099915,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.07613182,0.358948989,1.333811803,-23.62925204,0.038250405
2020/4/18,426.4566651,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.06491965,0.364878158,1.254717447,-23.57721544,-0.147273106
2020/4/19,425.7033386,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.065610626,0.364704915,1.175623092,-23.52517885,0.010643557
2020/4/20,424.9500122,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.064881851,0.361698426,1.096528737,-23.47314225,-0.011107582
2020/4/21,417.7099915,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.06246964,0.359164443,0.952207701,-20.89569295,-0.037178518
2020/4/22,421.4700012,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.068571166,0.357848564,1.039042294,-19.30486236,0.097671858
2020/4/23,423.3500061,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.065596089,0.373720871,0.833669951,-17.96417627,-0.043386696
2020/4/24,433.0100098,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.050531083,0.372016245,0.806680176,-18.4461028,-0.229663176
2020/4/25,436.530009,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.055204229,0.373388224,0.874281759,-19.01694802,0.092480616
2020/4/26,440.0500081,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.07096556,0.362954858,0.941883342,-19.58779325,0.285509499
2020/4/27,443.5700073,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.070521515,0.368988181,1.009484926,-20.15863848,-0.006257198
2020/4/28,430.6799927,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.060713942,0.363251532,0.985476047,-17.63225464,-0.139072062
2020/4/29,436.269989,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.068843149,0.369238772,0.914903845,-16.58843603,0.133893575
2020/4/30,440.1000061,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.076907082,0.359204599,1.030825499,-16.08627723,0.117134862
2020/5/1,431.7900085,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.091257016,0.365107002,0.706663119,-13.39184022,0.18658794
2020/5/2,432.5400085,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.081259824,0.361152254,0.652305213,-12.83817413,-0.109549848
2020/5/3,433.2900085,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.06583808,0.361952753,0.597947307,-12.28450805,-0.189783124
2020/5/4,434.0400085,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.072457398,0.36568906,0.543589402,-11.73084196,0.100539342
2020/5/5,443,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.072097816,0.365191883,1.043982546,-12.13980611,-0.004962664
2020/5/6,449.9899902,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.081819131,0.373441861,1.016092612,-13.32879124,0.134835079
2020/5/7,460.4200134,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.076511449,0.37102965,1.085745222,-15.6399211,-0.064870919
2020/5/8,456.3500061,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.08370078,0.364295883,1.351866589,-15.48849861,0.093964121
2020/5/9,461.0166728,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.064550168,0.366835161,1.330412923,-16.21615953,-0.22879849
2020/5/10,465.6833394,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.071019762,0.367219118,1.308959256,-16.94382046,0.100225838
2020/5/11,470.3500061,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.0625606,0.367724269,1.28750559,-17.67148138,-0.11910998
2020/5/12,461.519989,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.058185671,0.364166149,1.019224655,-16.36898938,-0.069931052
2020/5/13,455,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.073639328,0.366243628,0.862325426,-13.56883011,0.265592141
2020/5/14,457.7600098,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.07305268,0.360197187,0.714029498,-11.94503799,-0.007966507
2020/5/15,466.7200012,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.070034738,0.366256307,0.968481009,-12.36678088,-0.041311858
2020/5/16,468.2866719,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.071846331,0.357419445,0.920139509,-12.60341534,0.02586707
2020/5/17,469.8533427,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.063612174,0.368238051,0.871798009,-12.84004979,-0.114607907
2020/5/18,471.4200134,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.077106387,0.363953831,0.82345651,-13.07668425,0.21213256
2020/5/19,463.75,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.063122704,0.364107099,0.813766468,-11.34801323,-0.181355701
2020/5/20,472.9400024,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.062547708,0.366597046,1.147516392,-11.78137177,-0.009109187
2020/5/21,466.7900085,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.067042154,0.365516669,1.00253384,-10.26202502,0.071856295
2020/5/22,472.4500122,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.069241337,0.361931856,0.849371866,-10.12732248,0.032802993
2020/5/23,474.6250076,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.063086037,0.367248619,0.859750296,-10.45530946,-0.088896328
2020/5/24,476.8000031,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.066008118,0.369258113,0.870128727,-10.78329644,0.046318979
2020/5/25,478.9749985,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.080072994,0.369419272,0.880507157,-11.11128343,0.213077975
2020/5/26,481.1499939,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.085746053,0.362415429,0.890885588,-11.43927041,0.070848593
2020/5/27,470.7200012,-1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.076441852,0.366023853,0.945820687,-9.555021961,-0.10850879
2020/5/28,477.1300049,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.065903241,0.364461734,0.899044019,-9.393168548,-0.137864411
2020/5/29,491.3200073,1,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.058307261,0.35806476,1.221269745,-11.86362254,-0.115259584
2020/5/30,491.686676,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.055736748,0.363588231,1.192244035,-12.25560537,-0.044085641
2020/5/31,492.0533447,0,0.033125004,0.077967161,0,2.407694134,0.054908071,0,0,0.529186712,9.76335752,1.127112112,8.795482369,0.886388823,1.664633156,0.172706612,0.091394044,0.06910922,0.096173852,5.79016629,0.033125004,0.049925079,0.352576485,1.163218325,-12.64758821,-0.104269972
