,Report Date,Stock price,Y_boolean,Debt Ratio,Dividends / FCF,Gross Profit Margin,Interest Coverage,Net Profit Margin,Quick Ratio,R&D / Gross Profit,R&D / Revenue,Return on Assets,Share Buyback / FCF,s_diff,tweet_polarity,tweet_subjectivity
22,2021-01-23,161.48344419999998,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4193811944008661,0.6926011084662997,0.40965790686683023
23,2021-01-24,160.8249359,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4013040045835117,0.6829620884066492,0.4023420041536898
24,2021-01-25,160.1664276,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4280952935828508,0.6285778863576199,0.4250110476623448
25,2021-01-26,158.5482941,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4162349359250802,0.8297697471723209,0.4344830968556934
26,2021-01-27,152.03598019999998,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3612856592269211,0.7427535077406775,0.3818764603187885
27,2021-01-28,155.39141850000001,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4394789335785773,0.7873116122569109,0.4170425834447729
28,2021-01-29,153.128006,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.38303502223119335,0.7554927931728046,0.3891763293918396
29,2021-01-30,153.5681102,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4336756578233707,0.6273866527066911,0.4179632559610647
30,2021-01-31,154.00821430000002,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3499198386106022,0.5467912185502866,0.35285891103663003
31,2021-02-01,154.4483185,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3675658477018807,0.6440489936685381,0.3085487868235872
32,2021-02-02,156.245163,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4612150036573811,0.6857049008738735,0.3664385035214872
33,2021-02-03,154.1008606,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3734495256689864,0.6536395029148654,0.3284332450313392
34,2021-02-04,155.98706049999998,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5588022985280524,0.7379227757416096,0.4932372111370222
35,2021-02-05,158.1214142,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.28782115580382195,0.8824219116408445,0.3550249309083515
36,2021-02-06,158.3662872,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5932212080161439,0.802639421779358,0.5591982639552828
37,2021-02-07,158.61116030000002,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3135324857987223,0.7170890589301042,0.4483299081784784
38,2021-02-08,158.8560333,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3780698052952167,0.6911004577838863,0.4145437147213187
39,2021-02-09,158.6674042,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3575337348853941,0.7842098733540186,0.3580620014319651
40,2021-02-10,159.4516449,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4109229717647212,0.7365185560558827,0.3614729013299134
41,2021-02-11,163.2438965,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4554530243812126,0.6855111620690132,0.4140334762012521
42,2021-02-12,165.49737549999998,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2939775938203644,0.6577349432363506,0.2861991415825309
43,2021-02-13,165.4005814,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.6157127116749419,0.6693873173176205,0.5099260977494988
44,2021-02-14,165.3037873,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4952917132879768,0.8066099408197913,0.6111886462183347
45,2021-02-15,165.20699309999998,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.13425879622864914,0.6150556204453562,0.2843551030343634
46,2021-02-16,165.110199,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4346037998170473,0.6242945526411889,0.31315252326840604
47,2021-02-17,167.6714325,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5727897769003392,0.7473206482864043,0.4923063423472245
48,2021-02-18,166.72834780000002,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3214324174095162,0.7327330990399674,0.39283328236329496
49,2021-02-19,158.83618159999997,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2849244934842937,0.7693054420005183,0.2557839211156461
50,2021-02-20,158.8891296,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4782350677934071,0.7045671070563991,0.3307750996396841
51,2021-02-21,158.94207759999998,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.6396706020410012,0.7680987789030022,0.5840536264168317
52,2021-02-22,158.9950256,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3003479564404057,0.6828849411737126,0.4567096815724181
53,2021-02-23,158.35968019999999,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4266865203269465,0.6749099510035914,0.4781767203849405
54,2021-02-24,157.8931122,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3416835143018638,0.7906001850742024,0.4023606038559451
55,2021-02-25,155.3417664,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.32739930935425465,0.7038624976919002,0.3123950591033795
56,2021-02-26,154.1108093,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3818101095327972,0.6603274860459865,0.28414479639639234
57,2021-02-27,154.9215393,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.37558529330359536,0.6417135149378383,0.2494679584484181
58,2021-02-28,155.7322693,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3734480982181837,0.7322321291433718,0.2129273096785682
59,2021-03-01,156.5429993,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.7555159752387924,0.9126016838738382,0.5778241791303079
60,2021-03-02,155.9076385,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.35217004650229683,0.5445961757927875,0.5120056872094616
61,2021-03-03,148.2338867,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3261317076529995,0.7171232058663559,0.4173564247433106
62,2021-03-04,142.9525757,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3800249241369108,0.6241699601644448,0.3861038947929467
63,2021-03-05,144.62033080000003,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4207372547481765,0.6750065646693377,0.4004661447352866
64,2021-03-06,144.4449514,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2148648028112229,0.7673592980149808,0.1847570282403468
65,2021-03-07,144.26957190000002,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.6975218711426527,0.5941654588943619,0.4858139331669618
66,2021-03-08,144.0941925,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3430648591166364,0.7906608068461927,0.4114007898849161
67,2021-03-09,149.0479126,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3690878098043603,0.7796708333986628,0.3679387407207964
68,2021-03-10,149.99099730000003,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2877835055390143,0.8358599092713224,0.2351669796129592
69,2021-03-11,151.25175480000001,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4535703117476044,0.7822052813583027,0.2835433437129131
70,2021-03-12,151.4602356,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3473448017328318,0.7653164733850417,0.21850817200732786
71,2021-03-13,152.21139530000002,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.6275804511039339,0.7267835921170385,0.44958408380738657
72,2021-03-14,152.96255490000001,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4757679975705634,1.0,0.5267478503026632
73,2021-03-15,153.7137146,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.4344182257606033,0.6045403369056804,0.557695435203124
74,2021-03-16,153.9023438,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.22996399738283496,0.7132165661961466,0.3486695001657574
75,2021-03-17,155.0340424,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5996217010425922,0.7149732214769493,0.5594473249294745
76,2021-03-18,151.31130980000003,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.24745427668994086,0.7498279029120036,0.3708734406584022
77,2021-03-19,152.0062256,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.35958700607534605,0.7870144827641845,0.3174656404275993
78,2021-03-20,152.8368073,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5489731753413607,0.5726738533748945,0.4709756616990646
79,2021-03-21,153.6673889,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2877030636789397,0.4745056921962407,0.33360233935142336
80,2021-03-22,154.4979706,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.6101915123695063,0.9100109799327379,0.5548846284855196
81,2021-03-23,154.9049835,0,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.370941896419274,0.9293032195269569,0.5115729743556243
82,2021-03-24,154.2994385,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.2833856504901713,0.8136888905396757,0.3674204556415544
83,2021-03-25,151.7679901,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3880504676232439,0.8793134261606752,0.34554895614970205
84,2021-03-26,155.0141754,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3378082512550936,0.7555815703358841,0.2686767690891405
85,2021-03-27,155.7554169,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5198629935389187,0.7589922147968939,0.3885334203596607
86,2021-03-28,156.4966583,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.5424799386070246,0.7098746966361644,0.5384701490837935
87,2021-03-29,157.2378998,1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.1886383734697166,0.710573795484025,0.2824149136270271
88,2021-03-30,155.8977051,-1,1.0,0.23234238821461306,0.6554870193856281,0.42375376617172295,0.6945657803020948,0.0,0.1443087240254206,0.09235245391368263,0.6025872829441214,0.0,0.3990595466743184,0.7388232550500002,0.2729892914657124
89,2021-03-31,156.3345032,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.7149020728927682,0.9677878213624462,0.6019861100244528
90,2021-04-01,156.74151609999998,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.16422552107752852,0.7563985333501184,0.3117710471647661
91,2021-04-02,156.8705788,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4947363720711251,0.8235211501087565,0.40611209327659736
92,2021-04-03,156.9996414,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.5251175565484361,0.760993585728188,0.5374671331620404
93,2021-04-04,157.1287041,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4108089771310184,0.8617612250517828,0.5409472827508894
94,2021-04-05,157.2577667,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3003261547303487,0.7677384763604163,0.4152670043763087
95,2021-04-06,154.76599119999997,-1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.2815148630691732,0.8006111193396757,0.27338248526281594
96,2021-04-07,156.7315979,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.5246843516387087,0.7484648507433944,0.39859761813691374
97,2021-04-08,158.83618159999997,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3587574550892001,0.7408116503890774,0.3437754333297285
98,2021-04-09,158.68727109999998,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.467542857289887,0.8236602891316323,0.4092937299647472
99,2021-04-10,159.5674896,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3666412827819428,0.7099468813596423,0.363118664842848
100,2021-04-11,160.4477081,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4875582740220066,0.6740831482160006,0.4511602067722698
101,2021-04-12,161.32792659999998,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3805440321570092,0.7879679726337392,0.4201549024668663
102,2021-04-13,162.28094480000001,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4390014190042783,0.6863524505130488,0.455225495006987
103,2021-04-14,161.8937988,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4015844170381786,0.8413562873244265,0.4481202558013906
104,2021-04-15,164.24655149999998,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4505859092579501,0.7358809984142802,0.4966599132215554
105,2021-04-16,166.410675,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3647263110997277,0.6515880806611767,0.4469650774913392
106,2021-04-17,166.56620790000002,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4863867449835342,0.7826443751553638,0.5361143850590064
107,2021-04-18,166.7217407,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.18689778407614888,0.6350830908274709,0.27821556988638063
108,2021-04-19,166.8772736,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3532339137045192,0.7552061793289558,0.21961867364563048
109,2021-04-20,167.7621002,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.5235217289528109,0.6588176471098633,0.34132027263203923
110,2021-04-21,169.1639252,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4936227522408031,0.6788037794837376,0.4353767152596135
111,2021-04-22,168.09019469999998,-1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.2586956365002083,0.6001348645668756,0.26676670117312185
112,2021-04-23,169.55166630000002,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.5158782163286524,0.6405655555871843,0.3822851014702553
113,2021-04-24,169.3064321,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3978999374642676,0.6984510424847131,0.3712515694613998
114,2021-04-25,169.0611979,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3949995612753224,0.6056792724047788,0.3570466225285851
115,2021-04-26,168.8159637,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4181033466184865,0.7644693699759348,0.3683694483075106
116,2021-04-27,168.7662506,0,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.5294506120895892,0.4699941622012961,0.5029036522847781
117,2021-04-28,170.7248535,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3413263729697244,0.8143496593298145,0.4260786569767627
118,2021-04-29,173.50860600000001,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.4229397748419049,0.7981671412764031,0.4431117357952488
119,2021-04-30,172.0272522,-1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.3463461269028848,0.7196389058914879,0.3734259247867127
120,2021-05-01,172.7596436,1,0.35551723229116483,0.0,0.0,0.0,0.0,0.5030015426819451,1.0,1.0,0.0,0.0,0.18537726228240098,0.7680845368053038,0.12694654508448844
