,Report Date,Stock price,Y_boolean,(Dividends + Share Buyback) / FCF,Asset Turnover,Current Ratio,Debt Ratio,Gross Profit Margin,Inventory Turnover,MACD,Net Profit Margin,Quick Ratio,R&D / Gross Profit,R&D / Revenue,RSI_ratio,Return on Assets,Return on Equity,Share Buyback / FCF
99,2021-04-10,603.0433349,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.4232541720527261,0.0,0.6067488894459172,0.0,0.0,0.48804659872088896,0.08618744701455228,0.08684648293868635,0.07322506753191296
100,2021-04-11,603.5166626,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.41198245071856,0.0,0.6067488894459172,0.0,0.0,0.4837666025009256,0.08618744701455228,0.08684648293868635,0.07322506753191296
101,2021-04-12,603.9899902000001,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.400710729384394,0.0,0.6067488894459172,0.0,0.0,0.4794866062809621,0.08618744701455228,0.08684648293868635,0.07322506753191296
102,2021-04-13,614.8499756,1,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.347284990746126,0.0,0.6067488894459172,0.0,0.0,0.5002268580427393,0.08618744701455228,0.08684648293868635,0.07322506753191296
103,2021-04-14,612.1099853999999,-1,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.337840936008844,0.0,0.6067488894459172,0.0,0.0,0.5705513940237597,0.08618744701455228,0.08684648293868635,0.07322506753191296
104,2021-04-15,624.789978,1,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2941324531261533,0.0,0.6067488894459172,0.0,0.0,0.4950261434934211,0.08618744701455228,0.08684648293868635,0.07322506753191296
105,2021-04-16,626.1199951,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2766520096036084,0.0,0.6067488894459172,0.0,0.0,0.4802838343375868,0.08618744701455228,0.08684648293868635,0.07322506753191296
106,2021-04-17,627.2766723999999,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2733777156319804,0.0,0.6067488894459172,0.0,0.0,0.4888450436926628,0.08618744701455228,0.08684648293868635,0.07322506753191296
107,2021-04-18,628.4333496,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.27010342147260463,0.0,0.6067488894459172,0.0,0.0,0.4974062526382788,0.08618744701455228,0.08684648293868635,0.07322506753191296
108,2021-04-19,629.5900268999999,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2668291275009766,0.0,0.6067488894459172,0.0,0.0,0.5059674619933549,0.08618744701455228,0.08684648293868635,0.07322506753191296
109,2021-04-20,628.2999877999999,0,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.28050104313774044,0.0,0.6067488894459172,0.0,0.0,0.4203807398131809,0.08618744701455228,0.08684648293868635,0.07322506753191296
110,2021-04-21,634.3099976,1,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2787550924550383,0.0,0.6067488894459172,0.0,0.0,0.4562855592320997,0.08618744701455228,0.08684648293868635,0.07322506753191296
111,2021-04-22,639.7299805,1,0.07322506753191296,1.0000000000000004,0.6690448807711649,0.004727569000913567,1.0,1.0,0.2703959729052916,0.0,0.6067488894459172,0.0,0.0,0.4471777273153256,0.08618744701455228,0.08684648293868635,0.07322506753191296
