,Report Date,Stock price,Y_boolean,Dummy_Dividends,Interest Coverage,R&D / Gross Profit,R&D / Revenue,RSI_ratio,Return on Assets,s_diff,tweet_subjectivity
32,2020-10-03,161.8734639,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3851040813994285,0.1744974977348741,0.4789171938294382,0.3973059038714339
33,2020-10-04,161.8404643,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3499780031421661,0.1744974977348741,0.4798624635326129,0.481118063225693
34,2020-10-05,161.8074646,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3721057707753386,0.1744974977348741,0.4416191798327264,0.5214660622216165
35,2020-10-06,159.8968964,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2830015958546558,0.1744974977348741,0.23307642758886005,0.3102282539344974
36,2020-10-07,158.3030396,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.0,0.1744974977348741,0.4565156453492273,0.3653303580526868
37,2020-10-08,161.5302887,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.24675691538438485,0.1744974977348741,0.31698456469187203,0.2606905188934485
38,2020-10-09,163.7675781,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.31654106870335297,0.1744974977348741,0.5089081464379442,0.3732632750049119
39,2020-10-10,164.7971293,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2878753823463749,0.1744974977348741,0.4030768003263164,0.3677757427591883
40,2020-10-11,165.82668049999998,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2851188944678755,0.1744974977348741,0.45650842147500204,0.4238910078208846
41,2020-10-12,166.85623169999997,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3455231285133869,0.1744974977348741,0.3586875794729713,0.3662379508006653
42,2020-10-13,163.6586761,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3566817395135687,0.1744974977348741,0.2664557140103486,0.20334925917448432
43,2020-10-14,162.01538090000003,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.34882247404131234,0.1744974977348741,0.5059952721983354,0.3106256912797427
44,2020-10-15,161.3521118,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2620420724716664,0.1744974977348741,0.4963844674282482,0.4108629215889064
45,2020-10-16,161.9064636,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2267009027185741,0.1744974977348741,0.30913702783346697,0.2955455067211385
46,2020-10-17,160.7317301,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3629319460514607,0.1744974977348741,0.4779885432406952,0.3745743996299171
47,2020-10-18,159.55699669999998,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3675188584133997,0.1744974977348741,0.5201250435581508,0.5043020578701034
48,2020-10-19,158.3822632,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.03836901730246398,0.1744974977348741,0.4479075921469192,0.5524976415788974
49,2020-10-20,158.28311159999998,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.05843985130992095,0.1744974977348741,0.3419482946231667,0.4721169146834763
50,2020-10-21,159.76000980000003,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.23531608124492295,0.1744974977348741,0.22288153280327425,0.2518832432994511
51,2020-10-22,160.9494324,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3087097287518973,0.1744974977348741,0.5208282161641102,0.3773686413157775
52,2020-10-23,162.0496674,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3140206271974967,0.1744974977348741,0.2441283926648185,0.18809034565572305
53,2020-10-24,161.0551656,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3262017550961836,0.1744974977348741,0.5005330848632157,0.2888819584965203
54,2020-10-25,160.0606639,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.33586244180478525,0.1744974977348741,0.4561609665215957,0.34320650413356546
55,2020-10-26,159.0661621,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3760890828382768,0.1744974977348741,0.370638461233009,0.3006683256515701
56,2020-10-27,161.0386353,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4023585857733659,0.1744974977348741,0.3273729540218597,0.2098911630071876
57,2020-10-28,157.29194640000003,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2548372262139608,0.1744974977348741,0.6097560190372494,0.4310392252244246
58,2020-10-29,159.7699127,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3053012174131361,0.1744974977348741,0.4010279774899517,0.4230425575349965
59,2020-10-30,157.153183,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2622512776809925,0.1744974977348741,0.3116222356469133,0.3102018003246885
60,2020-10-31,158.5870972,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.16392360757987073,0.1744974977348741,0.4263271046914392,0.33113727331298914
61,2020-11-01,160.02101130000003,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.10114631244116737,0.1744974977348741,0.3860489689366097,0.306321351258128
62,2020-11-02,161.4549255,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4441307952527352,0.1744974977348741,0.4197337900216323,0.31977793672027444
63,2020-11-03,161.7027435,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3583104567691762,0.1744974977348741,0.4549270287330112,0.37324607312300095
64,2020-11-04,172.8139801,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.43224454343577795,0.1744974977348741,0.3080135814058351,0.257984872176078
65,2020-11-05,169.3943481,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3827030859438488,0.1744974977348741,0.3666681630453023,0.21218437789635924
66,2020-11-06,167.7589111,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4209501338702784,0.1744974977348741,0.4732895297582141,0.2839307450475399
67,2020-11-07,166.42080180000002,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.33471011241109005,0.1744974977348741,0.3418528455953753,0.20989360785543454
68,2020-11-08,165.0826924,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.35539959762468337,0.1744974977348741,0.43229867232264463,0.23669258325998846
69,2020-11-09,163.7445831,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3131896500176162,0.1744974977348741,0.5768856188081699,0.42349329784867695
70,2020-11-10,161.1278381,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2894724659827742,0.1744974977348741,0.33898566840271915,0.3427357741074197
71,2020-11-11,163.4967804,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.09841543327192004,0.1744974977348741,0.4021021333296165,0.3361864829634662
72,2020-11-12,163.73466489999998,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.14255646619817042,0.1744974977348741,0.4585126636022101,0.3940284177023932
73,2020-11-13,164.3194733,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.19520941296767289,0.1744974977348741,0.4068767164336093,0.3929216313832118
74,2020-11-14,164.15758259999998,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3228777835382401,0.1744974977348741,0.5409909167031448,0.5476448728467407
75,2020-11-15,163.995692,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3835042893954876,0.1744974977348741,0.3650856137695808,0.4955695260360025
76,2020-11-16,163.8338013,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.28748610085165993,0.1744974977348741,0.4289129414745201,0.5208564419495539
77,2020-11-17,163.9725647,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.5135029359885134,0.1744974977348741,0.3430062774530285,0.4425143403321452
78,2020-11-18,162.05957030000002,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.1606423149936173,0.1744974977348741,0.4161743682295504,0.4523619340329108
79,2020-11-19,164.8447876,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3314015410029661,0.1744974977348741,0.3391769876274736,0.371106276858538
80,2020-11-20,164.73577880000002,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.28078281666427496,0.1744974977348741,0.4335499900302205,0.4007874469249169
81,2020-11-21,164.1212412,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3850299727965715,0.1744974977348741,0.40840770908076396,0.40146159184298025
82,2020-11-22,163.50670369999997,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3491098114070939,0.1744974977348741,0.4081538842201925,0.4018401651612837
83,2020-11-23,162.8921661,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2607934433549845,0.1744974977348741,0.4079317981409514,0.4019600154918952
84,2020-11-24,159.6410675,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.18827078499803526,0.1744974977348741,0.5109299873693185,0.522094678436893
85,2020-11-25,158.7787323,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4267640901932456,0.1744974977348741,0.3495765126671649,0.4516668056331312
86,2020-11-26,159.4130935,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3025699912116015,0.1744974977348741,0.3835542975242352,0.42294177350294415
87,2020-11-27,160.04745480000003,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.17837589222995742,0.1744974977348741,0.2944590362862404,0.2899744802694544
88,2020-11-28,159.687327,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2259683087184879,0.1744974977348741,0.4922202979679284,0.3848628399239393
89,2020-11-29,159.3271993,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2567272047850739,0.1744974977348741,0.4212672361091659,0.40043755220421584
90,2020-11-30,158.9670715,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.15389026629656136,0.1744974977348741,0.3744477101982768,0.3615598480074782
91,2020-12-01,159.93843080000002,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2336479409320152,0.1744974977348741,0.4931938082140972,0.4597707300463734
92,2020-12-02,157.5496521,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.261370803402809,0.1744974977348741,0.3168431939659003,0.3518352882166962
93,2020-12-03,155.6862183,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3086815556666623,0.1744974977348741,0.2532980791850965,0.17459794932285133
94,2020-12-04,156.55844119999998,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2501704667434715,0.1744974977348741,0.5628667696288291,0.3423985609376974
95,2020-12-05,156.72364299999998,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2741196922278448,0.1744974977348741,0.41748232073397207,0.3534371826891478
96,2020-12-06,156.88884480000002,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.26745656779141463,0.1744974977348741,0.5191558489035102,0.4811872840909883
97,2020-12-07,157.0540466,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3487722939304184,0.1744974977348741,0.3962778619975601,0.4673941714237357
98,2020-12-08,157.5892944,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2815240608940958,0.1744974977348741,0.2224063489621047,0.24691392214349064
99,2020-12-09,157.3018494,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4391906810704353,0.1744974977348741,0.5089017204676844,0.3589718618105988
100,2020-12-10,156.72695919999998,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.6018606179344439,0.1744974977348741,0.4208077227994992,0.37389149547137146
101,2020-12-11,158.12454219999998,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.7486761580294068,0.1744974977348741,0.4812306400632651,0.4586689565455395
102,2020-12-12,158.1146291,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.17021401681356846,0.1744974977348741,0.10026508279662773,0.09393269661687276
103,2020-12-13,158.104716,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.16205214171295038,0.1744974977348741,0.6073176576283993,0.3039766098729881
104,2020-12-14,158.09480290000002,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.6910622091442352,0.1744974977348741,0.4919074950537921,0.3989424747346697
105,2020-12-15,160.5331573,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.5881254646119732,0.1744974977348741,0.3388284904581822,0.3186181816205473
106,2020-12-16,159.20491030000002,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4314190660387437,0.1744974977348741,0.4734731753666159,0.3931130858664389
107,2020-12-17,161.26660159999997,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4497453709483189,0.1744974977348741,0.4824956919328736,0.4798749106586056
108,2020-12-18,162.188446,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.4492761842431965,0.1744974977348741,0.28902111593409224,0.3380636075464869
109,2020-12-19,161.266627,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2830377424724538,0.1744974977348741,0.3654476749761637,0.2896677133753838
110,2020-12-20,160.3448079,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3159050182014361,0.1744974977348741,0.4664721059369911,0.35559863960552685
111,2020-12-21,159.4229889,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.35138454584349377,0.1744974977348741,0.3695979053671538,0.31169755496443186
112,2020-12-22,160.4042664,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.3032629777441455,0.1744974977348741,0.4141869890123993,0.3188968063765234
113,2020-12-23,158.4417114,-1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2748066866906128,0.1744974977348741,0.4451903153605044,0.3612993309584831
114,2020-12-24,159.3040771,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.1931678498093066,0.1744974977348741,0.4007053114834547,0.3531043931117579
115,2020-12-25,159.7178955,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.461319679263047,0.1744974977348741,0.3763609093058447,0.3169979507862424
116,2020-12-26,160.1317138,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.7294715084010163,0.1744974977348741,0.6351847052008527,0.5748732884842043
117,2020-12-27,160.5455322,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.7102668587726257,0.1744974977348741,0.3317465634049138,0.4814248037365089
118,2020-12-28,160.9593506,0,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.2165184436507672,0.1744974977348741,0.255041280581061,0.2989681799394943
119,2020-12-29,161.6829071,1,0.0,0.1567118014492963,0.5672940759564717,0.8258253929929156,0.34495626437657034,0.1744974977348741,0.3336523904376795,0.21532198005023195
120,2020-12-30,162.8227997,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3424683201235035,0.6025872829441214,0.5733555944258565,0.3969324840821691
121,2020-12-31,164.04196169999997,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.47272236763875,0.6025872829441214,0.4525477787040116,0.448957482848972
122,2021-01-01,163.5686646,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.44468400292698457,0.6025872829441214,0.5589381631746805,0.6276210653014661
123,2021-01-02,163.0953675,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4166456382152192,0.6025872829441214,0.3632480120961221,0.5720070293080757
124,2021-01-03,162.62207030000002,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3840150918714709,0.6025872829441214,0.3901626569238665,0.5503268098127658
125,2021-01-04,162.1487732,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3599542350365901,0.6025872829441214,0.2735666674131326,0.3866201757372752
126,2021-01-05,163.278717,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3502225124923634,0.6025872829441214,0.4224664367744746,0.40359411512362975
127,2021-01-06,165.6773987,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3612310852356933,0.6025872829441214,0.31949759909929204,0.3006166848281664
128,2021-01-07,165.528717,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.35737336033670186,0.6025872829441214,0.5148175909177336,0.4213282088376005
129,2021-01-08,166.6289368,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.323624529129762,0.6025872829441214,0.21621882061282224,0.1967086292035769
130,2021-01-09,167.0518494,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.37971926728703,0.6025872829441214,0.5402945635225864,0.3411467106910551
131,2021-01-10,167.474762,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.2981188553110131,0.6025872829441214,0.5732760193935161,0.5302595569623656
132,2021-01-11,167.89767460000002,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4636043102771687,0.6025872829441214,0.16982878977930554,0.2418060801071764
133,2021-01-12,164.65647890000002,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.33260316319115185,0.6025872829441214,0.5622809343501753,0.4127571601096558
134,2021-01-13,160.52323909999998,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.14457392371706396,0.6025872829441214,0.37852639716101855,0.3784981172337978
135,2021-01-14,159.54194640000003,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.14473083346582136,0.6025872829441214,0.42752442603967694,0.4012790812830169
136,2021-01-15,160.13665769999997,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.10708891101213933,0.6025872829441214,0.2970696676971028,0.2722484598313501
137,2021-01-16,160.4493675,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.10373714434680227,0.6025872829441214,0.5070742414994031,0.3831969836482481
138,2021-01-17,160.76207730000002,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.10038537799723622,0.6025872829441214,0.5560710181846704,0.5549164759369902
139,2021-01-18,161.0747871,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.09368184466656218,0.6025872829441214,0.2852962406095021,0.4053067313206493
140,2021-01-19,161.3874969,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.09368184466656218,0.6025872829441214,0.4093922245651188,0.4071302011585081
141,2021-01-20,162.1717377,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.19200450442982891,0.6025872829441214,0.36274251142864206,0.3545099346100713
142,2021-01-21,163.26374819999998,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4644126728880594,0.6025872829441214,0.382560550575075,0.3255040175584427
143,2021-01-22,162.1419525,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4984165516695134,0.6025872829441214,0.4519079590759304,0.37563677413741736
144,2021-01-23,161.48344419999998,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3702844562841545,0.6025872829441214,0.4193811944008661,0.38898674486827467
145,2021-01-24,160.8249359,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.41694438312277615,0.6025872829441214,0.4013040045835117,0.3814146716873532
146,2021-01-25,160.1664276,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3711942565273556,0.6025872829441214,0.4280952935828508,0.4048774845649388
147,2021-01-26,158.5482941,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.21666439677868296,0.6025872829441214,0.4162349359250802,0.4146812029135307
148,2021-01-27,152.03598019999998,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.09498237105662964,0.6025872829441214,0.3612856592269211,0.3602325152698138
149,2021-01-28,155.39141850000001,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.2285466389359639,0.6025872829441214,0.4394789335785773,0.3966300000697398
150,2021-01-29,153.128006,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.22743629413361324,0.6025872829441214,0.38303502223119335,0.36778799338367785
151,2021-01-30,153.5681102,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.10261988889694693,0.6025872829441214,0.4336756578233707,0.3975829104544695
152,2021-01-31,154.00821430000002,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.09815086678175457,0.6025872829441214,0.3499198386106022,0.33019890010146913
153,2021-02-01,154.4483185,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.3253147775150365,0.6025872829441214,0.3675658477018807,0.28433723184906645
154,2021-02-02,156.245163,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4286009434577016,0.6025872829441214,0.4612150036573811,0.3442539896911305
155,2021-02-03,154.1008606,-1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.5798576284600134,0.6025872829441214,0.3734495256689864,0.3049179555978445
156,2021-02-04,155.98706049999998,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4036401422228876,0.6025872829441214,0.5588022985280524,0.4754926257088861
157,2021-02-05,158.1214142,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.5146393363160274,0.6025872829441214,0.28782115580382195,0.3324407643830356
158,2021-02-06,158.3662872,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4560091199554608,0.6025872829441214,0.5932212080161439,0.5437633420667476
159,2021-02-07,158.61116030000002,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.41360168824140814,0.6025872829441214,0.3135324857987223,0.4290128681597376
160,2021-02-08,158.8560333,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.5016023197504921,0.6025872829441214,0.3780698052952167,0.39404363204580095
161,2021-02-09,158.6674042,0,0.0,0.42375376617172295,0.05060508080943826,0.0,0.4676544120036051,0.6025872829441214,0.3575337348853941,0.3355841796473085
162,2021-02-10,159.4516449,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.6741337297628089,0.6025872829441214,0.4109229717647212,0.3391145141327132
163,2021-02-11,163.2438965,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.6163249400893753,0.6025872829441214,0.4554530243812126,0.3935155272356137
164,2021-02-12,165.49737549999998,1,0.0,0.42375376617172295,0.05060508080943826,0.0,0.5589297497482159,0.6025872829441214,0.2939775938203644,0.26120500114991385
