,Report Date,Stock price,Y_boolean,Asset Turnover,Current Ratio,Dividends / FCF,Dummy_Dividends,Gross Profit Margin,Interest Coverage,Log Revenue,Net Profit Margin,R&D / Gross Profit,R&D / Revenue,RSI_ratio,Return on Assets,Return on Equity,Return on Research Capital,tweet_polarity
0,2020-06-01,492.42001339999996,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4668758321335327,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.3002338230300764
1,2020-06-02,493.0599976,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4589659453376431,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4540756636530022
2,2020-06-03,470.73999019999997,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.3813528294464004,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.5802550460850255
3,2020-06-04,463.8500061000001,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.26990256398066675,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.3686399988213476
4,2020-06-05,452.51998899999995,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.035371672413406205,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4743217513948445
5,2020-06-06,453.8599955,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.05451063247373196,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4056961594421303
6,2020-06-07,455.200002,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.07364959212242056,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.39350961017104624
7,2020-06-08,456.5400085,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.09278855177110913,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.6313573506730991
8,2020-06-09,459.9400024,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.14108510096386306,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.5297429908043269
9,2020-06-10,468.83999630000005,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.373079972936256,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.5032758649195983
10,2020-06-11,438.6400146000001,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.3073783333448832,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4156405089705492
11,2020-06-12,448.8500061000001,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.43962583836520497,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4111482402256278
12,2020-06-13,450.52667239999994,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4433892352588085,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.5465425439181228
13,2020-06-14,452.2033386,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4471526325640493,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4016085223587828
14,2020-06-15,453.88000489999996,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.45091602986928997,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.3522566481968167
15,2020-06-16,455.01000980000003,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4641295721499501,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.28351437916171074
16,2020-06-17,455.48999019999997,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.3352855507149244,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.33877133292525896
17,2020-06-18,454.1799927,0,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.942411686523999,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.3637829930932669
18,2020-06-19,451.9599915,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.8405331010832543,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.4233900571073356
19,2020-06-20,453.4699911,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.8162492976260789,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.2684137818282418
20,2020-06-21,454.97999060000006,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.7919654945805406,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.05621709483040005
21,2020-06-22,456.48999019999997,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.767681691123365,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.2969443445655756
22,2020-06-23,451.7799988,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.4817156627029349,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.32054240786493104
23,2020-06-24,432.42001339999996,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.1750643707392505,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.3025324419823299
24,2020-06-25,437.23999019999997,1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.28356560951704635,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.22549105619346874
25,2020-06-26,432.54998780000005,-1,1.0,0.09830755839493666,0.0,0.0,0.0,0.026518198455814268,0.3912955715947106,0.0,0.8632064005882958,0.5994734522207219,0.2494158844965381,0.09904100729975496,0.17553300311621478,0.11320028575613784,0.2380323527836784
