,Report Date,Stock price,Y_boolean,Asset Turnover,Current Ratio,Gross Profit Margin,Interest Coverage,Log Revenue,R&D / Revenue,RSI_ratio,Return on Assets,Return on Research Capital,Share Buyback / FCF
26,2020-09-27,510.6633199,1,1.0000000000000004,0.07508225610491892,0.2566113956786964,0.016597423989563778,0.16252060075289876,0.16188986481992276,0.28013085369035634,0.31994182390623105,0.6448982183380845,1.0
27,2020-09-28,513.9199829,1,1.0000000000000004,0.07508225610491892,0.2566113956786964,0.016597423989563778,0.16252060075289876,0.16188986481992276,0.2806416394930783,0.31994182390623105,0.6448982183380845,1.0
28,2020-09-29,515.0999756,0,1.0000000000000004,0.07508225610491892,0.2566113956786964,0.016597423989563778,0.16252060075289876,0.16188986481992276,0.2850880959475783,0.31994182390623105,0.6448982183380845,1.0
29,2020-09-30,515.460022,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3687718375822724,0.6942337718242855,0.1368704094867379,0.0051813596690002605
30,2020-10-01,520.8099976,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.6526844401742897,0.6942337718242855,0.1368704094867379,0.0051813596690002605
31,2020-10-02,510.6799927,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4742752576457298,0.6942337718242855,0.1368704094867379,0.0051813596690002605
32,2020-10-03,517.3399862,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4767093049576761,0.6942337718242855,0.1368704094867379,0.0051813596690002605
33,2020-10-04,523.9999796,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4791433518601622,0.6942337718242855,0.1368704094867379,0.0051813596690002605
34,2020-10-05,530.6599731000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4815773991721083,0.6942337718242855,0.1368704094867379,0.0051813596690002605
35,2020-10-06,533.3300171,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4929749932920418,0.6942337718242855,0.1368704094867379,0.0051813596690002605
36,2020-10-07,545.3900146000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4981840952202005,0.6942337718242855,0.1368704094867379,0.0051813596690002605
37,2020-10-08,551.0999756,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4783415235203276,0.6942337718242855,0.1368704094867379,0.0051813596690002605
38,2020-10-09,566.1400146000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5697327041207222,0.6942337718242855,0.1368704094867379,0.0051813596690002605
39,2020-10-10,566.9233397999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5710485517689761,0.6942337718242855,0.1368704094867379,0.0051813596690002605
40,2020-10-11,567.706665,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5723643994172299,0.6942337718242855,0.1368704094867379,0.0051813596690002605
41,2020-10-12,568.4899902000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5736802470654838,0.6942337718242855,0.1368704094867379,0.0051813596690002605
42,2020-10-13,565.7399902000001,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5344037644095805,0.6942337718242855,0.1368704094867379,0.0051813596690002605
43,2020-10-14,557.3900146000001,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4037293978834624,0.6942337718242855,0.1368704094867379,0.0051813596690002605
44,2020-10-15,552.6099853999999,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2799392726747597,0.6942337718242855,0.1368704094867379,0.0051813596690002605
45,2020-10-16,556.5700072999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.15504865039642754,0.6942337718242855,0.1368704094867379,0.0051813596690002605
46,2020-10-17,555.8266805,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.13792827325388438,0.6942337718242855,0.1368704094867379,0.0051813596690002605
47,2020-10-18,555.0833537000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.12080789611134116,0.6942337718242855,0.1368704094867379,0.0051813596690002605
48,2020-10-19,554.3400268999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.10368751896879796,0.6942337718242855,0.1368704094867379,0.0051813596690002605
49,2020-10-20,562.5800171,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2488560242145019,0.6942337718242855,0.1368704094867379,0.0051813596690002605
50,2020-10-21,559.4299927000001,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3164653280961989,0.6942337718242855,0.1368704094867379,0.0051813596690002605
51,2020-10-22,579.039978,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4728956308685125,0.6942337718242855,0.1368704094867379,0.0051813596690002605
52,2020-10-23,581.710022,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4282861707098513,0.6942337718242855,0.1368704094867379,0.0051813596690002605
53,2020-10-24,582.4133504,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4455529228450712,0.6942337718242855,0.1368704094867379,0.0051813596690002605
54,2020-10-25,583.1166789,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4628196749802912,0.6942337718242855,0.1368704094867379,0.0051813596690002605
55,2020-10-26,583.8200072999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.480086427115511,0.6942337718242855,0.1368704094867379,0.0051813596690002605
56,2020-10-27,589.539978,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4724059117832937,0.6942337718242855,0.1368704094867379,0.0051813596690002605
57,2020-10-28,559.460022,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3656038897082744,0.6942337718242855,0.1368704094867379,0.0051813596690002605
58,2020-10-29,568.0300292999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2783406032180096,0.6942337718242855,0.1368704094867379,0.0051813596690002605
59,2020-10-30,586.4199829,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3770087423258012,0.6942337718242855,0.1368704094867379,0.0051813596690002605
60,2020-10-31,587.9533284,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3793760144898922,0.6942337718242855,0.1368704094867379,0.0051813596690002605
61,2020-11-01,589.486674,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3817432866539832,0.6942337718242855,0.1368704094867379,0.0051813596690002605
62,2020-11-02,591.0200195,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3841105588180742,0.6942337718242855,0.1368704094867379,0.0051813596690002605
63,2020-11-03,601.5700072999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3763212647018183,0.6942337718242855,0.1368704094867379,0.0051813596690002605
64,2020-11-04,624.789978,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5625320452104681,0.6942337718242855,0.1368704094867379,0.0051813596690002605
65,2020-11-05,630.5700072999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5374748053830636,0.6942337718242855,0.1368704094867379,0.0051813596690002605
66,2020-11-06,643.4500122000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5281410625045528,0.6942337718242855,0.1368704094867379,0.0051813596690002605
67,2020-11-07,622.2866821,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4626306993587367,0.6942337718242855,0.1368704094867379,0.0051813596690002605
68,2020-11-08,601.1233521,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3971203366223807,0.6942337718242855,0.1368704094867379,0.0051813596690002605
69,2020-11-09,579.960022,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.33160997347656457,0.6942337718242855,0.1368704094867379,0.0051813596690002605
70,2020-11-10,555.7800292999999,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2726233421730917,0.6942337718242855,0.1368704094867379,0.0051813596690002605
71,2020-11-11,585.4500122000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2646830453471285,0.6942337718242855,0.1368704094867379,0.0051813596690002605
72,2020-11-12,602.25,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3033702704178153,0.6942337718242855,0.1368704094867379,0.0051813596690002605
73,2020-11-13,602.3599853999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.2629388611731823,0.6942337718242855,0.1368704094867379,0.0051813596690002605
74,2020-11-14,600.6433308999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3345666285206351,0.6942337718242855,0.1368704094867379,0.0051813596690002605
75,2020-11-15,598.9266765,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4061943958680879,0.6942337718242855,0.1368704094867379,0.0051813596690002605
76,2020-11-16,597.210022,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4778221632155408,0.6942337718242855,0.1368704094867379,0.0051813596690002605
77,2020-11-17,592.5700072999999,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.6688433528029848,0.6942337718242855,0.1368704094867379,0.0051813596690002605
78,2020-11-18,578.9799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3180144954756065,0.6942337718242855,0.1368704094867379,0.0051813596690002605
79,2020-11-19,574.3800049,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0031230084095445485,0.6942337718242855,0.1368704094867379,0.0051813596690002605
80,2020-11-20,569.9799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0,0.6942337718242855,0.1368704094867379,0.0051813596690002605
81,2020-11-21,564.9799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0,0.6942337718242855,0.1368704094867379,0.0051813596690002605
82,2020-11-22,559.9799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0,0.6942337718242855,0.1368704094867379,0.0051813596690002605
83,2020-11-23,554.9799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0,0.6942337718242855,0.1368704094867379,0.0051813596690002605
84,2020-11-24,516.5599976,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.0,0.6942337718242855,0.1368704094867379,0.0051813596690002605
85,2020-11-25,523.2299805,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.13488733414248036,0.6942337718242855,0.1368704094867379,0.0051813596690002605
86,2020-11-26,529.1499938999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.22754674505821135,0.6942337718242855,0.1368704094867379,0.0051813596690002605
87,2020-11-27,535.0700072999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3202061555644824,0.6942337718242855,0.1368704094867379,0.0051813596690002605
88,2020-11-28,536.2133382000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3538058694947552,0.6942337718242855,0.1368704094867379,0.0051813596690002605
89,2020-11-29,537.3566691000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.38740558301556793,0.6942337718242855,0.1368704094867379,0.0051813596690002605
90,2020-11-30,538.5,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4210052969458408,0.6942337718242855,0.1368704094867379,0.0051813596690002605
91,2020-12-01,557.2800292999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4760935307422261,0.6942337718242855,0.1368704094867379,0.0051813596690002605
92,2020-12-02,549.5999756,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.7133616225323275,0.6942337718242855,0.1368704094867379,0.0051813596690002605
93,2020-12-03,553.2700195,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.8589764670319738,0.6942337718242855,0.1368704094867379,0.0051813596690002605
94,2020-12-04,559.4000244,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.9399432101568624,0.6942337718242855,0.1368704094867379,0.0051813596690002605
95,2020-12-05,559.7833455,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.9313308768533451,0.6942337718242855,0.1368704094867379,0.0051813596690002605
96,2020-12-06,560.1666667000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.922718543140368,0.6942337718242855,0.1368704094867379,0.0051813596690002605
97,2020-12-07,560.5499877999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.9141062098368508,0.6942337718242855,0.1368704094867379,0.0051813596690002605
98,2020-12-08,559.2700195,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.615738377872137,0.6942337718242855,0.1368704094867379,0.0051813596690002605
99,2020-12-09,541.8699951,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4511171461640331,0.6942337718242855,0.1368704094867379,0.0051813596690002605
100,2020-12-10,554.7800292999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5050649326965545,0.6942337718242855,0.1368704094867379,0.0051813596690002605
101,2020-12-11,567.2600097999999,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5028350376414253,0.6942337718242855,0.1368704094867379,0.0051813596690002605
102,2020-12-12,571.3900147,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5080092994362715,0.6942337718242855,0.1368704094867379,0.0051813596690002605
103,2020-12-13,575.5200195,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5131835612311179,0.6942337718242855,0.1368704094867379,0.0051813596690002605
104,2020-12-14,579.6500244,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.5183578226165041,0.6942337718242855,0.1368704094867379,0.0051813596690002605
105,2020-12-15,587.9099731000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4941639660711248,0.6942337718242855,0.1368704094867379,0.0051813596690002605
106,2020-12-16,576.7199707000001,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4559880926768936,0.6942337718242855,0.1368704094867379,0.0051813596690002605
107,2020-12-17,584.2399902000001,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4434006937551373,0.6942337718242855,0.1368704094867379,0.0051813596690002605
108,2020-12-18,605.8699951,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.450203273596582,0.6942337718242855,0.1368704094867379,0.0051813596690002605
109,2020-12-19,600.8666585,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.4206167935088199,0.6942337718242855,0.1368704094867379,0.0051813596690002605
110,2020-12-20,595.8633219999999,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.391030313011598,0.6942337718242855,0.1368704094867379,0.0051813596690002605
111,2020-12-21,590.8599853999999,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.36144383251437606,0.6942337718242855,0.1368704094867379,0.0051813596690002605
112,2020-12-22,583.4799805,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3226717108241812,0.6942337718242855,0.1368704094867379,0.0051813596690002605
113,2020-12-23,574.4199829,-1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.3371684127634283,0.6942337718242855,0.1368704094867379,0.0051813596690002605
114,2020-12-24,575.0700072999999,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.29504757684141714,0.6942337718242855,0.1368704094867379,0.0051813596690002605
115,2020-12-25,574.3000030000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.22475919740764053,0.6942337718242855,0.1368704094867379,0.0051813596690002605
116,2020-12-26,573.5299988,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.15447081797386392,0.6942337718242855,0.1368704094867379,0.0051813596690002605
117,2020-12-27,572.7599945000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.08418243854008732,0.6942337718242855,0.1368704094867379,0.0051813596690002605
118,2020-12-28,571.9899902000001,0,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.013894059106310731,0.6942337718242855,0.1368704094867379,0.0051813596690002605
119,2020-12-29,574.9199829,1,0.07375263020050626,0.0,0.0,0.0,0.0,0.7358076434833638,0.1153387203349898,0.6942337718242855,0.1368704094867379,0.0051813596690002605
120,2020-12-30,574.8300171,0,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.1671210419827611,1.0,0.4745557135080181,0.0
121,2020-12-31,582.9400024,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.4919557924600545,1.0,0.4745557135080181,0.0
122,2021-01-01,581.0200043,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.4579265226321802,1.0,0.4745557135080181,0.0
123,2021-01-02,579.1000061000001,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.4238972528043058,1.0,0.4745557135080181,0.0
124,2021-01-03,577.180008,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.38986798256697147,1.0,0.4745557135080181,0.0
125,2021-01-04,575.2600097999999,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.3558387127390971,1.0,0.4745557135080181,0.0
126,2021-01-05,584.1300049,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5184266737266089,1.0,0.4745557135080181,0.0
127,2021-01-06,612.2000122000001,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5663376304171385,1.0,0.4745557135080181,0.0
128,2021-01-07,629.1199951,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5700865058219141,1.0,0.4745557135080181,0.0
129,2021-01-08,621.3699951,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.4864921505357353,1.0,0.4745557135080181,0.0
130,2021-01-09,619.5099894,0,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5035510394780696,1.0,0.4745557135080181,0.0
131,2021-01-10,617.6499837,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.520609928420404,1.0,0.4745557135080181,0.0
132,2021-01-11,615.789978,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5376688177721983,1.0,0.4745557135080181,0.0
133,2021-01-12,610.039978,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.5567551688354261,1.0,0.4745557135080181,0.0
134,2021-01-13,604.3200072999999,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.29802290735653386,1.0,0.4745557135080181,0.0
135,2021-01-14,593.1400146000001,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.0,1.0,0.4745557135080181,0.0
136,2021-01-15,601.1500244,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.14811703414642044,1.0,0.4745557135080181,0.0
137,2021-01-16,603.105011,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.17762682974463048,1.0,0.4745557135080181,0.0
138,2021-01-17,605.0599975,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.20713662575230052,1.0,0.4745557135080181,0.0
139,2021-01-18,607.0149841,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.23664642135051064,1.0,0.4745557135080181,0.0
140,2021-01-19,608.9699707000001,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.2661562169487207,1.0,0.4745557135080181,0.0
141,2021-01-20,600.8099976,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.26044419044056794,1.0,0.4745557135080181,0.0
142,2021-01-21,589.1900024,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.25164806036570003,1.0,0.4745557135080181,0.0
143,2021-01-22,594.8300171,1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.3751526003203004,1.0,0.4745557135080181,0.0
144,2021-01-23,592.666687,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.3392667188362941,1.0,0.4745557135080181,0.0
145,2021-01-24,590.503357,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.3033808377617477,1.0,0.4745557135080181,0.0
146,2021-01-25,588.3400268999999,-1,0.12309213932929496,0.04305479404874624,0.5901807204865008,0.041405353943639936,0.4843308071219781,0.4737885350462223,0.26749495627774145,1.0,0.4745557135080181,0.0
