,Report Date,Stock price,Y_boolean,(Dividends + Share Buyback) / FCF,Asset Turnover,CapEx / (Depr + Amor),Dividends / FCF,Dummy_Dividends,Interest Coverage,Log Revenue,R&D / Revenue,Return on Assets,Return on Research Capital,s_diff,tweet_subjectivity
24,2021-03-25,151.7679901,-1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.3732976975409201,0.38062331638302416
25,2021-03-26,155.0141754,1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.32496557258702713,0.3078709833684168
26,2021-03-27,155.7554169,1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.5000990198863101,0.4213040902003957
27,2021-03-28,156.4966583,1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.5218561216649646,0.5632051760985406
28,2021-03-29,157.2378998,1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.18146678424435791,0.32087285185481385
29,2021-03-30,155.8977051,-1,0.06124259098072168,0.0,0.5314114114236317,0.23234238821461306,0.0,0.42375376617172295,0.0,0.09235245391368263,0.6025872829441214,0.8238021632408477,0.3838882371864029,0.31195238232518285
30,2021-03-31,156.3345032,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.6877231701656015,0.6233170906777001
31,2021-04-01,156.74151609999998,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.15798205133261156,0.34865568573563355
32,2021-04-02,156.8705788,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4759276537277817,0.43794065948390415
33,2021-04-03,156.9996414,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5051538167148013,0.5622559153691582
34,2021-04-04,157.1287041,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3951909818107481,0.5655495513578042
35,2021-04-05,157.2577667,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.2889084576004307,0.4466049263210192
36,2021-04-06,154.76599119999997,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.2708123271978632,0.3123245034675621
37,2021-04-07,156.7315979,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5047370812413071,0.4308289118064046
38,2021-04-08,158.83618159999997,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3451183367480538,0.3789448429618623
39,2021-04-09,158.68727109999998,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4497679726995476,0.4409517809404253
40,2021-04-10,159.5674896,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3527024397734561,0.39725140186739294
41,2021-04-11,160.4477081,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4690224501575583,0.4805744842784954
42,2021-04-12,161.32792659999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3660766391733124,0.4512308645598462
43,2021-04-13,162.28094480000001,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.42231161306215015,0.4844218992508242
44,2021-04-14,161.8937988,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3863171178915111,0.4776974550974829
45,2021-04-15,164.24655149999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4334556881237464,0.5236356995533704
46,2021-04-16,166.410675,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.35086027083031485,0.4766041869036442
47,2021-04-17,166.56620790000002,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4678954599097623,0.5609756658505738
48,2021-04-18,166.7217407,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.17979236798360024,0.3168985658881396
49,2021-04-19,166.8772736,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3398047874723568,0.2614420858276607
50,2021-04-20,167.7621002,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5036186587474167,0.3766212630623871
51,2021-04-21,169.1639252,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4748563711156481,0.4656368862398526
52,2021-04-22,168.09019469999998,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.2488606341873303,0.3060632827887879
53,2021-04-23,169.55166630000002,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4962657345744364,0.4153906409542416
54,2021-04-24,169.3064321,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3827727136030645,0.4049484351873733
55,2021-04-25,169.0611979,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3799826029250201,0.3915047819074582
56,2021-04-26,168.8159637,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4022080364515077,0.4022207771618378
57,2021-04-27,168.7662506,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5093221396309839,0.5295448144225232
58,2021-04-28,170.7248535,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3283499435524436,0.4568371439865167
59,2021-04-29,173.50860600000001,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4068605949993224,0.4729573595007474
60,2021-04-30,172.0272522,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3331788581958092,0.4070062590735941
61,2021-05-01,172.7596436,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.17832965286784894,0.17373658639987474
62,2021-05-02,173.49203490000002,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5792722224352063,0.3609959465533525
63,2021-05-03,174.2244263,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5365149304533332,0.5156599714212571
64,2021-05-04,172.76297,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3436308790686051,0.4605755320880003
65,2021-05-05,172.8524323,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.2928136921605693,0.3500815027727349
66,2021-05-06,166.5491791,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4436804995278408,0.40495560821944254
67,2021-05-07,170.55583190000002,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4180453563558671,0.4329735116893283
68,2021-05-08,170.4298909,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3086697951207582,0.3409608075418804
69,2021-05-09,170.30395,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.7252435025349351,0.6955338507003335
70,2021-05-10,170.178009,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.045042695839716214,0.27899662630268063
71,2021-05-11,169.2434692,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5122808929377874,0.4039384690554231
72,2021-05-12,167.0661469,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4374097946530352,0.4530325902932555
73,2021-05-13,169.8598633,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.22901224472938814,0.2721618847190013
74,2021-05-14,171.29151919999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4239511707148467,0.3050212551334526
75,2021-05-15,170.6220907,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.6324491803771217,0.5574937458116271
76,2021-05-16,169.9526621,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.10647995960719177,0.22959998324148104
77,2021-05-17,169.2832336,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3955193011555968,0.2328680150439069
78,2021-05-18,169.1241608,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4942971965449549,0.3372960636418427
79,2021-05-19,170.287384,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.500045179458574,0.451873791787385
80,2021-05-20,174.78118899999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4695330498609649,0.5373499096314562
81,2021-05-21,174.99992369999998,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3514129430104385,0.4907326395837259
82,2021-05-22,175.1258494,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.2525997532969337,0.3339891028615618
83,2021-05-23,175.2517751,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5980195209409758,0.5525197546871281
84,2021-05-24,175.3777008,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.1443879211309248,0.2685778374297416
85,2021-05-25,175.59643549999998,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.6315663874172596,0.5168177888622032
86,2021-05-26,174.3039856,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.40301910193175655,0.5289210662101018
87,2021-05-27,173.6577301,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3432611213343676,0.4731717543527623
88,2021-05-28,175.6560822,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.06546416612855137,0.10867408954863134
89,2021-05-29,175.0371895,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5603292197807512,0.2728162067743898
90,2021-05-30,174.4182969,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5572992039431652,0.4442608164317763
91,2021-05-31,173.7994042,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.53386937445065,0.6005538191912625
92,2021-06-01,173.1805115,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.23122583805071725,0.4131278066649129
93,2021-06-02,171.9477081,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.35659250006532545,0.37409471530481003
94,2021-06-03,172.81265259999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3762428178344638,0.3567653855205193
95,2021-06-04,174.1846619,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4027506326965509,0.3679323891870081
96,2021-06-05,174.1515249,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3679726773944044,0.3417480317284438
97,2021-06-06,174.1183879,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3998625026905334,0.3497788522851155
98,2021-06-07,174.0852509,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.5627262444995721,0.5318336469323448
99,2021-06-08,173.0910339,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.0,0.08561139222239911
100,2021-06-09,175.6660309,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.6626954112347452,0.34740284170280233
101,2021-06-10,181.04467769999997,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4757627035155217,0.4364720374583455
102,2021-06-11,181.144104,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3140793229525027,0.3503056037342871
103,2021-06-12,181.932841,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.29880761389910104,0.2503752633646679
104,2021-06-13,182.7215779,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4474656732348736,0.307210147685252
105,2021-06-14,183.5103149,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3297691843104592,0.2413865374491584
106,2021-06-15,184.59399409999997,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4277517663811984,0.2777813924391177
107,2021-06-16,183.04302980000003,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.3928398643772017,0.2783182118660368
108,2021-06-17,185.35952759999998,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4199776764575449,0.307113770118717
109,2021-06-18,184.3156281,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.30609527530802405,0.21638241717751416
110,2021-06-19,184.71661890000001,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.6758583225935488,0.5049713414450516
111,2021-06-20,185.11760969999997,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.288900707605372,0.3883922649785596
112,2021-06-21,185.5186005,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.45927197923744,0.4608978923307783
113,2021-06-22,185.53848269999997,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.4635815755045611,0.5400289727771774
114,2021-06-23,185.0413818,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.17832187614536424,0.29596200512461657
115,2021-06-24,184.30566409999997,-1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.44279911612456535,0.3488590717525555
116,2021-06-25,186.14494319999997,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.42522520751230025,0.3839984772585736
117,2021-06-26,186.0952352,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.9619823416972476,1.0
118,2021-06-27,186.0455271,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.09423385978054953,0.6080670797512906
119,2021-06-28,185.99581909999998,0,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.20123616909419967,0.3852062003464045
120,2021-06-29,186.9005432,1,0.0,0.1759387875642382,1.0,0.0,0.0,0.0,0.1080801107545426,1.0,0.0,0.0,0.1962863698729422,0.17313032848425935
121,2021-06-30,185.27999880000002,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.6439876777092186,0.4251551077717912
122,2021-07-01,188.1930084,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.2635260562168583,0.283869808985453
123,2021-07-02,191.5832367,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4818429383221152,0.3772740813543267
124,2021-07-03,191.9113274,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.09228793803804552,0.0535935583920395
125,2021-07-04,192.239418,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.6996255324565637,0.3474142767382311
126,2021-07-05,192.5675087,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.3798196469493759,0.3340657787144541
127,2021-07-06,192.8955994,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.3911458954800877,0.3328138755389673
128,2021-07-07,196.256012,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4173828846663076,0.3594250203641334
129,2021-07-08,195.818573,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.2173507944409554,0.17184650853267192
130,2021-07-09,196.355423,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4479686350833654,0.22754372745083584
131,2021-07-10,196.6304881,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4506674401891059,0.2871738667785402
132,2021-07-11,196.90555319999999,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.3362711808084204,0.22861763167469415
133,2021-07-12,197.18061830000002,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.509046596173678,0.347962161290853
134,2021-07-13,198.15493769999998,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.7243708987900251,0.7024869151470918
135,2021-07-14,200.1135254,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.14901508633162067,0.4100153379851093
136,2021-07-15,199.0795441,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.23663954511553106,0.2401301471078709
137,2021-07-16,198.5227814,0,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4128717737388549,0.2612289374105909
138,2021-07-17,197.9096934,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.7201095714113769,0.6004292078628497
139,2021-07-18,197.2966055,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.10155368234365776,0.26215301211257325
140,2021-07-19,196.6835175,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.5545356971587104,0.4300702028347709
141,2021-07-20,199.2020569,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4905905780785245,0.5380466185164829
142,2021-07-21,197.1414337,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.2772196992208462,0.4068578368169784
143,2021-07-22,199.6300964,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.36348324622847017,0.37542068084056224
144,2021-07-23,202.6662445,1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.4331854982046234,0.41947329438746817
145,2021-07-24,201.7471059,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.5499209280853483,0.5920097890979803
146,2021-07-25,200.8279673,-1,1.0,0.3642801819385984,0.0,1.0,0.0,1.0,0.42988367380380055,0.1221759363147088,0.9999999999999998,0.8780551696720331,0.2096363806869575,0.3800576118314498
