,Report Date,Stock price,Y_boolean,CapEx / (Depr + Amor),Current Ratio,Debt Ratio,Interest Coverage,Net Profit Margin,Quick Ratio,R&D / Gross Profit,R&D / Revenue,tweet_subjectivity
160,2020-11-08,165.0826924,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.26320813284528377
161,2020-11-09,163.7445831,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6076148738226497
162,2020-11-10,161.1278381,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4587212487507628
163,2020-11-11,163.4967804,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4466462413099857
164,2020-11-12,163.73466489999998,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5532901172669016
165,2020-11-13,164.3194733,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5512495219191429
166,2020-11-14,164.15758259999998,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.8365146370084551
167,2020-11-15,163.995692,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7405026890892881
168,2020-11-16,163.8338013,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7871244823641748
169,2020-11-17,163.9725647,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6426842003300335
170,2020-11-18,162.05957030000002,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6608403281607957
171,2020-11-19,164.8447876,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5110282884423212
172,2020-11-20,164.73577880000002,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5657518213445645
173,2020-11-21,164.1212412,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5669947504987052
174,2020-11-22,163.50670369999997,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5676927307128867
175,2020-11-23,162.8921661,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5679137002196786
176,2020-11-24,159.6410675,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7894074339797648
177,2020-11-25,158.7787323,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6595587115071542
178,2020-11-26,159.4130935,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6065980217035243
179,2020-11-27,160.04745480000003,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.3614446119857826
180,2020-11-28,159.687327,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5363914304561872
181,2020-11-29,159.3271993,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5651067162082848
182,2020-11-30,158.9670715,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4934274218942187
183,2020-12-01,159.93843080000002,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6745000151442264
184,2020-12-02,157.5496521,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4754981331741126
185,2020-12-03,155.6862183,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.14872350384608254
186,2020-12-04,156.55844119999998,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4580995247436874
187,2020-12-05,156.72364299999998,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4784515654233497
188,2020-12-06,156.88884480000002,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7139859753436424
189,2020-12-07,157.0540466,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.6885554463859673
190,2020-12-08,157.5892944,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.2820533391981801
191,2020-12-09,157.3018494,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4886559203840442
192,2020-12-10,156.72695919999998,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5161634297476834
193,2020-12-11,158.12454219999998,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.672468661990397
194,2020-12-12,158.1146291,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.0
195,2020-12-13,158.104716,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.3872605080015665
196,2020-12-14,158.09480290000002,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5623502237616211
197,2020-12-15,160.5331573,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4142553512464993
198,2020-12-16,159.20491030000002,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.5516025088697498
199,2020-12-17,161.26660159999997,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7115663365441467
200,2020-12-18,162.188446,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4501071186490799
201,2020-12-19,161.266627,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.3608790221460474
202,2020-12-20,160.3448079,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4824366697307507
203,2020-12-21,159.4229889,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4014957080224244
204,2020-12-22,160.4042664,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4147690550852268
205,2020-12-23,158.4417114,-1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4929471034542647
206,2020-12-24,159.3040771,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4778379972470583
207,2020-12-25,159.7178955,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.4112681120247297
208,2020-12-26,160.1317138,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.8867159968497402
209,2020-12-27,160.5455322,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.7144238931921478
210,2020-12-28,160.9593506,0,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.3780264050453424
211,2020-12-29,161.6829071,1,0.13204755723398387,1.0,1.0,0.3698180735125076,0.5821156746967566,1.0,0.4334232808079346,0.5572331576605478,0.22380689275688948
212,2020-12-30,162.8227997,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5586443796402705
213,2020-12-31,164.04196169999997,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6545635002607586
214,2021-01-01,163.5686646,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.9839677121198624
215,2021-01-02,163.0953675,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8814314400758514
216,2021-01-03,162.62207030000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8414593566901187
217,2021-01-04,162.1487732,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5396314517891163
218,2021-01-05,163.278717,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5709265095113194
219,2021-01-06,165.6773987,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3810657734837495
220,2021-01-07,165.528717,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6036230729782437
221,2021-01-08,166.6289368,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.18948923226035408
222,2021-01-09,167.0518494,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4557914732751103
223,2021-01-10,167.474762,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8044611194521458
224,2021-01-11,167.89767460000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2726359489433969
225,2021-01-12,164.65647890000002,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5878205265819441
226,2021-01-13,160.52323909999998,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5246567141101446
227,2021-01-14,159.54194640000003,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5666582535677946
228,2021-01-15,160.13665769999997,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.32876293331539763
229,2021-01-16,160.4493675,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5333200710552841
230,2021-01-17,160.76207730000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8499213797369727
231,2021-01-18,161.0747871,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5740840807457728
232,2021-01-19,161.3874969,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5774460341810697
233,2021-01-20,162.1717377,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4804294111386405
234,2021-01-21,163.26374819999998,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4269508504018269
235,2021-01-22,162.1419525,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5193812211720568
236,2021-01-23,161.48344419999998,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5439947239719869
237,2021-01-24,160.8249359,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5300340008964595
238,2021-01-25,160.1664276,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5732926733010268
239,2021-01-26,158.5482941,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5913679076133427
240,2021-01-27,152.03598019999998,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4909802024423122
241,2021-01-28,155.39141850000001,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.558086686201313
242,2021-01-29,153.128006,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5049103289916204
243,2021-01-30,153.5681102,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5598435786241867
244,2021-01-31,154.00821430000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.43560686223494827
245,2021-02-01,154.4483185,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3510511487657908
246,2021-02-02,156.245163,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4615204012188796
247,2021-02-03,154.1008606,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3889960785209015
248,2021-02-04,155.98706049999998,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7034866646815939
249,2021-02-05,158.1214142,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4397402145758536
250,2021-02-06,158.3662872,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8293582116763343
251,2021-02-07,158.61116030000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6177913724865522
252,2021-02-08,158.8560333,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5533181681361974
253,2021-02-09,158.6674042,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.44553576738779377
254,2021-02-10,159.4516449,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4520446878560875
255,2021-02-11,163.2438965,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5523444948985352
256,2021-02-12,165.49737549999998,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3084019747293114
257,2021-02-13,165.4005814,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7353335786676407
258,2021-02-14,165.3037873,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.9285699368488992
259,2021-02-15,165.20699309999998,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3048830499265911
260,2021-02-16,165.110199,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3598363243126705
261,2021-02-17,167.6714325,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7017103150083432
262,2021-02-18,166.72834780000002,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5118887853402843
263,2021-02-19,158.83618159999997,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2503614994976457
264,2021-02-20,158.8891296,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3934649711445735
265,2021-02-21,158.94207759999998,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8767889725644329
266,2021-02-22,158.9950256,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6337822488521354
267,2021-02-23,158.35968019999999,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6747471708671515
268,2021-02-24,157.8931122,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5300694941640236
269,2021-02-25,155.3417664,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3583908776108471
270,2021-02-26,154.1108093,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.3044817279231715
271,2021-02-27,154.9215393,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2383089327523047
272,2021-02-28,155.7322693,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.1685794819273596
273,2021-03-01,156.5429993,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8649015005885481
274,2021-03-02,155.9076385,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7393019983828424
275,2021-03-03,148.2338867,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5586855803679454
276,2021-03-04,142.9525757,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.499047291949621
277,2021-03-05,144.62033080000003,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5264543532581847
278,2021-03-06,144.4449514,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.11482295815452305
279,2021-03-07,144.26957190000002,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6893210405452121
280,2021-03-08,144.0941925,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5473206166365845
281,2021-03-09,149.0479126,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4643832599676081
282,2021-03-10,149.99099730000003,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2110187933041372
283,2021-03-11,151.25175480000001,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.30333399336650396
284,2021-03-12,151.4602356,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.17922927820670598
285,2021-03-13,152.21139530000002,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6201846791405368
286,2021-03-14,152.96255490000001,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7674340368404877
287,2021-03-15,153.7137146,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.826490407543135
288,2021-03-16,153.9023438,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4276123320571745
289,2021-03-17,155.0340424,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8298334874455655
290,2021-03-18,151.31130980000003,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4699834619857537
291,2021-03-19,152.0062256,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.36806691958065496
292,2021-03-20,152.8368073,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.6610056012883803
293,2021-03-21,153.6673889,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.39886010995811016
294,2021-03-22,154.4979706,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.8211266273314566
295,2021-03-23,154.9049835,0,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7384762651055548
296,2021-03-24,154.2994385,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4633942317165243
297,2021-03-25,151.7679901,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.4216574892221416
298,2021-03-26,155.0141754,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2749645440254982
299,2021-03-27,155.7554169,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.5036834844977918
300,2021-03-28,156.4966583,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.7898033565962049
301,2021-03-29,157.2378998,1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.30118064325280525
302,2021-03-30,155.8977051,-1,0.4748258767290671,0.22152667325608544,0.5306898545921008,1.0,0.9020135254954332,0.3763641631666932,0.0,0.0,0.2831940042872105
303,2021-03-31,156.3345032,0,0.8581911939977661,0.4962058386222989,0.0,0.0,0.0,0.6302828557824354,0.7963975709234141,0.6747590500227307,0.9110090063071964
