,date,polarity,subjectivity
0,2020-03-01,0.00697439765621584,0.37086503563776296
1,2020-03-02,0.03129068462401796,0.26256583694083696
2,2020-03-03,0.05731481481481481,0.2927601410934744
3,2020-03-04,0.031429301518587235,0.3762297185288257
4,2020-03-05,-0.03798889320220842,0.28328364389233956
5,2020-03-06,-0.019595535183770482,0.2997804727951787
6,2020-03-07,0.01918537655565957,0.2937776496738761
7,2020-03-08,-0.03973889137682241,0.29467049872222284
8,2020-03-09,0.0755519943019943,0.3600783475783476
9,2020-03-10,-0.017985284391534392,0.3154828042328042
10,2020-03-11,0.05014092791266704,0.39196446870359913
11,2020-03-12,0.052007338708133656,0.34044416092614965
12,2020-03-13,0.06126620842662174,0.34921502444584296
13,2020-03-14,0.06909702237694348,0.35740226358505206
14,2020-03-15,0.06017995498186161,0.36180570838325493
15,2020-03-16,0.07783287552696246,0.3603380783395378
16,2020-03-17,0.07149183695843658,0.3524492342032994
17,2020-03-18,0.061226269450517505,0.3602437729226174
18,2020-03-19,0.05356356519174426,0.35738053111361523
19,2020-03-20,0.06012662600753329,0.35336488963501345
20,2020-03-21,0.06881866660762652,0.35941959265610196
21,2020-03-22,0.0636444143040219,0.3489053259980918
22,2020-03-23,0.057979407679314365,0.36032711170703047
23,2020-03-24,0.06428099335680863,0.3637881939384058
24,2020-03-25,0.07160443558133041,0.3662391502629504
25,2020-03-26,0.07753889406798894,0.3621164635074809
26,2020-03-27,0.07263022922762097,0.3633171651895103
27,2020-03-28,0.07076637107969157,0.366659218550243
28,2020-03-29,0.05702731895729934,0.36640994716609115
29,2020-03-30,0.05515441269290217,0.36504236662122147
30,2020-03-31,0.06954823777611256,0.35932560352471626
31,2020-04-01,0.05917834922071672,0.36865284681524124
32,2020-04-02,0.06387600567730853,0.3611314365889626
33,2020-04-03,0.07067904228500818,0.3569635305739167
34,2020-04-04,0.07356367809567961,0.37080863372998274
35,2020-04-05,0.06842516461372401,0.35691522308660145
36,2020-04-06,0.07159726709333017,0.36407837288748585
37,2020-04-07,0.07396779242675963,0.36320991352379894
38,2020-04-08,0.07773556322434282,0.36961560092321316
39,2020-04-09,0.07319064996279002,0.3661947717560644
40,2020-04-10,0.07965541572893782,0.3649182394408091
41,2020-04-11,0.07782606426138133,0.36688476758476163
42,2020-04-12,0.08563585694256842,0.3707867083712553
43,2020-04-13,0.06246122111233234,0.36011478676464154
44,2020-04-14,0.08189109047311308,0.3690139473983463
45,2020-04-15,0.08058571815380307,0.35866456023003557
46,2020-04-16,0.0733270311548926,0.3607821140748103
47,2020-04-17,0.07613181975976198,0.3589489893430919
48,2020-04-18,0.06491965020809544,0.36487815750339897
49,2020-04-19,0.06561062623670251,0.364704915052598
50,2020-04-20,0.06488185084868713,0.36169842561206494
51,2020-04-21,0.062469639756766976,0.3591644430284538
52,2020-04-22,0.06857116551256588,0.3578485642024207
53,2020-04-23,0.06559608922518183,0.3737208708070149
54,2020-04-24,0.0505310830245924,0.37201624481612355
55,2020-04-25,0.055204228694355685,0.3733882242293073
56,2020-04-26,0.07096556039207022,0.36295485795644944
57,2020-04-27,0.0705215147952627,0.3689881810016123
58,2020-04-28,0.060713942342290064,0.3632515320480756
59,2020-04-29,0.06884314913217507,0.3692387719092216
60,2020-04-30,0.07690708191893499,0.35920459875944133
61,2020-05-01,0.09125701590990626,0.36510700164988347
62,2020-05-02,0.08125982366144706,0.3611522541491934
63,2020-05-03,0.06583808049968695,0.3619527528172268
64,2020-05-04,0.0724573977726616,0.3656890603395961
65,2020-05-05,0.07209781604066293,0.36519188250825374
66,2020-05-06,0.08181913073572444,0.3734418608963214
67,2020-05-07,0.0765114485254096,0.3710296501937239
68,2020-05-08,0.08370077953661408,0.36429588335028673
